1251	Needs implementation|Needs a feature|Enhancement|API	API to check whether a given transition is hooked
1249	Needs research|Machine use cases|Static analysis|Stochastics|Performance|Stochastic machines	Large set of random walks to figure reachability (g'lawd this would take forever)
1248	Needs research|Machine use cases|Test suite|Stochastics|Needs tests|Stochastic machines	Verify correct support for probability `0`, probability `false` in random state transitions, tests
1247	Needs research|Machine use cases|Static analysis|Stochastics|Stochastic machines|Uncertain|Enhancement	Measure a machine history to determine the likelihood that a state will ever be reached given a fixed starting point
1246	Needs research|Machine use cases|Stochastics|Stochastic machines|Needs a feature|Core|Enhancement	Measure a machine history to determine the frequency of each exit
1245	Needs research|Machine use cases|Stochastics|Stochastic machines|Needs a feature|Enhancement|Status: Needs design	Define a mechanism for merging probability maps
1244	Needs research|Machine use cases|Stochastics|Stochastic machines|Enhancement|Needs spec	Define a loadable transition probability map
1243	Ease of use|Types|Core|Enhancement	Resetting a machine should take the same arguments as constructing a machine
1241	Needs research|Tooling|Integrations|Enhancement	argdown
1240	Editors|Ease of use|Needs a feature|Enhancement|Question|Visualizations	Edit directly on diagram
1239	Needs implementation|High priority|Competition|Ease of use|Needs tests|Status: Underway|Needs a feature|Enhancement|Typescript|API	Method to check if available action/transition can be made
1220	Needs a feature|Core|Enhancement|Needs spec	Override hook
1218	Needs research|Needs a feature|Enhancement|FSL|Status: Needs design|Needs spec	Variance rules for property defaults
1217	Needs research|Needs implementation|High priority|Machine use cases|Ease of use|Graph language|Needs tests|Needs a feature|Enhancement|Features	Is it possible to create wildcard transitions? 
1216	Editors|Highlighters|Needs implementation|Publicity and visibility|Integrations|Collected propaganda|Documentation and docgen	make a page listing other tools and integrations
1215	Editors|Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|CI/CD	Automatically update fsl-viz-editor from jssm updates
1214	Editors|Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|CI/CD	Automatically update fsl-editor from jssm updates
1209	Static analysis|Ease of use|Graph language|Ease of contribution|Enhancement|FSL	State declarations for nodes that aren't in the graph dsl should be a bug
1208	Examples|Ease of use|Issue needs work	Template starting points
1199	Test suite|Bug|Issue needs work|List issue|Internationalization	Unicode rampage
1198	Test suite|Bug|Needs tests|Internationalization	Universal character set test - Output tape
1197	Test suite|Bug|Internationalization	Universal character set test - Input tape
1196	Test suite|Bug|Internationalization	Universal character set test - Error messages
1195	Test suite|Bug|Needs tests|Internationalization	Universal character set test - machine properties
1185	Bug|Visual improvements|CSS|Mac|Firefox|Website|Cosmetic	Feature Comparision List looks ugly as hell
1184	Readme|Ease of use|Documentation and docgen|Enhancement	Improved README
1183	Editors|Tooling|Machine use cases|Test suite|Ease of use|Widgets|Very powerful|Status: Underway|Enhancement|Visualizations|Status: Needs design	Start designing the tracer panel
1182	Examples|Integrations|Very powerful|Is blocked|Typescript	Give an example of Zod enforcement in a hook
1177	Examples|Needs implementation|Machine use cases|Issue needs work|Enhancement	implement eater.net simple cpu
1175	Color|Needs a feature|Enhancement|Visualizations	Mechanism to change theme despite source
1174	Needs implementation|Ease of use|Graph language|Issue needs work|Status: Underway|Enhancement|FSL	Dense property notation
1173	Needs implementation|Static analysis|Graph language|Issue needs work|Very powerful|Transcompile targets|Is blocked|Enhancement	Transcompiler `targets` directive
1172	Needs research|Issue needs work|Very powerful|Transcompile targets|Enhancement|Codegen|Blocks others	Transcompiler plugin can declare abilities
1171	Issue needs work|List issue|Needs a feature|Enhancement|Visualizations|API	Add a style layer on the machine
1170	Editors|Tooling|Use cases|Publicity and visibility|Ease of use|Issue needs work|Visual improvements|Ease of contribution|List issue|Color|Frontend|Enhancement|Fonts	Theme creation tool in-editor
1167	Needs implementation|Cleanup|Performance|Version 6|Refactor|Core|Enhancement|Blocks others	Version 6 - states should be integers under the hood
1166	Needs implementation|Machine use cases|Functional language|Ease of use|Issue needs work|Integrations|Very powerful|Types|List issue|Version 6|Enhancement|Typescript|API	Version 6: poly-type template
1165	Needs implementation|High priority|Issue needs work|List issue|Is blocked|Enhancement|Visualizations	Support machine label override in viz
1164	Graph language|Visual improvements|Rendering compatibility|Needs a feature|Enhancement|Visualizations	Property on transition should be able to target html-like or record port
1162	Needs research|Is blocked|Needs a feature|Enhancement|Needs spec	Event name prefix
1161	Needs research|Automation|Integrations|Uncertain|Is blocked|Needs a feature|Enhancement	Event consumer
1158	Needs implementation|Status: Underway|Needs a feature|Enhancement|API	API to check whether a given state is hooked
1155	Use cases|Visual improvements|Frontend|Enhancement|Visualizations	Themes should attempt to govern graph special features (eg whether to show the title)
1154	Use cases|Visual improvements|Frontend|Enhancement|Visualizations|Blocks others	Themes should cover the title
1153	Needs implementation|Use cases|Visual improvements|Frontend|Enhancement|Visualizations	Themes should cover external labels
1152	Use cases|Visual improvements|Enhancement|Visualizations|Blocks others	Themes should cover edges
1151	Use cases|Visual improvements|Is blocked|Enhancement|Visualizations	Add 1950s flowchart as a graph theme
1150	Use cases|Visual improvements|Is blocked|Enhancement|Visualizations	Add flowchart as a graph theme
1149	Use cases|Visual improvements|Color|Is blocked|Enhancement|Visualizations	Add Monokai as a graph theme
1148	Editors|Needs research|Use cases|Visual improvements|Color|Is blocked	Lots of themes to learn from
1147	Use cases|Visual improvements|Color|Frontend|Is blocked|Enhancement|Visualizations	Add Penumbra, Penumbra Dark, +, ++ as graph themes
1146	Needs research|Use cases|Competition|Integrations|F#	Interesting tool: automated exploration of UI in playwright/etc by FSM
1145	Needs implementation|Graph language|Status: Underway|Enhancement|FSL	`complete`: `boolean`|`undef` flag on state declarations which marks something an end state
1144	Cleanup|Use cases|Ease of use|Visual improvements|Ease of contribution|Status: Underway|Refactor|Frontend|CSS|Visualizations|Technical debt	Progressively remove style defaults from jssm_viz in favor of base stylesheet
1129	Needs research|Tooling|Competition|Integrations|Very powerful|Enhancement	Support debugging with Kuker
1128	Examples|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Low hanging fruit|Documentation and docgen|Is blocked	State machine pattern catalogue
1127	Examples|Ease of use|Tutorials|Help sidebar|Documentation and docgen|Enhancement	Feature presentation pattern
1109	Needs research|Needs implementation|Tooling|Machine use cases|Functional language|Graph language|Issue needs work|Integrations|Very powerful|List issue|Enhancement|Features	Basic hooks in grammar
1106	List issue|Needs a feature|Core|Enhancement	Future hooks
1105	List issue|Core|Enhancement|Features	Basic hooks
1104	Needs implementation|High priority|Machine use cases|Use cases|Graph language|Issue needs work|Integrations|Very powerful|Needs tests|List issue|Machine exposition|Is blocked|Core|Enhancement	Future posthooks work
1103	Tooling|Cleanup|Static analysis|Issue needs work|List issue|Meta|Cli	Stuff that needs to be done for future repos
1102	Examples|Documentation Generators|Documentation and docgen|Is blocked|Enhancement	Mass import all example machines into docs
1101	Needs implementation|Visual improvements|List issue|Status: Underway|Is blocked|Enhancement	Most overconnected issue list in issue tree
1100	Chore|Ease of contribution|Enhancement|Process	Upgrade three templates (bug report, feature request, example machine) to YAML form notation
1099	Examples|Machine use cases|Use cases|Publicity and visibility|Readme|Ease of use|Issue needs work|Help sidebar|Ease of contribution|Collected propaganda|Example source|Documentation and docgen|Enhancement|Process|Community	How to submit machines
1092	Tooling|Cleanup|Static analysis|Ease of use|Automation|Ease of contribution|Status: Underway|Low hanging fruit|Refactor	Unify tracker for fsl-lint
1084	Bug|Issue needs work|List issue|Meta|Blocks others	Outstanding bugs
1083	Automation	Outstanding automation tasks
1082	Needs implementation|Issue needs work|List issue|Enhancement|FSL|Features|Meta|Blocks others	Upcoming language conveniences
1081	Editors|Tooling|Use cases|Ease of use|Issue needs work|Visual improvements|List issue|Enhancement|Blocks others	Editor quality of life topics
1080	Cleanup|Publicity and visibility|Ease of use|Automation|Integrations|List issue|CDN|Meta	CDN stuff
1079	Needs research|Issue needs work|Types|List issue|Needs a feature|Enhancement|Typescript	Typescript nuclear future
1078	Tooling|Test suite|Issue needs work|List issue|Meta	Future testing topics
1077	Documentation Generators|Tutorials|Issue needs work|List issue|Documentation and docgen|Meta	Documentation topics
1076	Publicity and visibility|Site use cases|Issue needs work|List issue|Blocks others	Site stuff needed
1075	Examples|List issue|Machine exposition|Example source|Documentation and docgen|Blocks others	Example machines remaining outstanding
1074	Bug|Issue needs work|Visual improvements|List issue|Frontend	Visual bugs
1073	Tooling|Cleanup|Static analysis|Issue needs work|Ease of contribution|List issue|Maintenance|Blocks others	Linting stuff
1070	Needs implementation|Tooling|Machine use cases|Ease of use|Issue needs work|List issue|Status: Underway|Is blocked|Needs a feature|Enhancement	Future serialize and deserialize
1057	Needs implementation|Tooling|Test suite|Needs a feature|Enhancement	Serialize must refuse to serialize machines requiring newer FSL support than they offer
1056	Needs implementation|Tooling|Test suite|Core|Enhancement	Deserialization must re-verify machine version support
1055	Tooling|Automation|Documentation and docgen|Enhancement	Set up hooks, upgrade automations for fsl_gen_docpage
1054	Tooling|Refactor|Is blocked|Cli	Separate jssm-viz-cli implementation from CLI, so that it can also be used as a library by fsl_gen_docpage
1052	Examples|Machine use cases|Use cases|Tutorials|Collected propaganda	Property getters make FSMs/FBMs implementations of Strategy Pattern
1027	Needs research|Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Very powerful|Needs tests|Status: Underway|Is blocked|Enhancement|FSL	Props should be able to be serviced by functions (ostensibly a hook) rather than flat data reads
1026	Needs research|Needs implementation|High priority|Machine use cases|Use cases|Functional language|Ease of use|Very powerful|Needs tests|Status: Underway|Needs a feature|Enhancement	Props must be able to express functions
1017	Needs implementation|Ease of use|Very powerful|Status: Underway|Needs a feature|Core|Enhancement	Force flag to ignore jssm version in deserialization
1016	Needs research|Tooling|Documentation and docgen|Enhancement	Find a mechanism to measure documentation coverage
1015	Needs implementation|Ease of use|Size improvement|Very powerful|Status: Underway|Enhancement	Serialize to-string headered notation must be compressed
1014	Needs implementation|Ease of use|Very powerful|Status: Underway|Enhancement|FSL	Serialize must parse a to-string headered notation
1013	Needs implementation|Ease of use|Very powerful|Status: Underway|Needs a feature|Enhancement	Serialize must provide a to-string headered notation
1008	Needs implementation|Ease of use|Very powerful|Status: Underway|Enhancement|Blocks others	Serialize must handle tape output
1007	Needs implementation|Machine use cases|Ease of use|Very powerful|Status: Underway|Enhancement|API|Blocks others	Serialize must handle tape input
996	Pastebins|Editors|Needs implementation|REPL|Tooling|Publicity and visibility|Ease of use|Issue needs work|Widgets|Integrations|Very powerful|Visual improvements|Enhancement|Visualizations	Branch view (-viz, codemirror)
994	Needs research|Needs implementation|Test suite|Stochastics|Issue needs work|Very powerful|List issue|Status: Underway|Enhancement|Typescript|FSL	Stochastic primitives
986	Needs implementation|Tooling|Chore|Automation|Integrations|Status: Underway|Low hanging fruit|Is blocked|CI/CD|Blocks others	Put CLOC in Github Actions report output
984	Chore|Cleanup|Readme|Status: Underway|Low hanging fruit|Documentation and docgen	Capture maintainable content from existing README
983	Cleanup|Readme|Status: Underway|Low hanging fruit|Documentation and docgen|Enhancement	Start rewriting README using documentation landing page
982	Tooling|Documentation Generators|Cleanup|Readme|Automation|Documentation and docgen|Refactor|Enhancement	Separate README badges and headers into subordinate document
980	Needs implementation|List issue|Documentation and docgen|Enhancement|Features	Introducing FBMs
979	Tutorials|Documentation and docgen|Enhancement	Tutorial explaining how to model an HFSM as an FBM
978	Stochastics|Tutorials|Documentation and docgen|Enhancement	Tutorial explaining the difference between SFSMs and FBGs
955	Pastebins|Needs research|Publicity and visibility|Ease of use|Issue needs work|Integrations|Collected propaganda|List issue|Customer acquisition	Get added to various pastebins and js/inno hosts as a standard lib or tickable lib
953	Ease of use|Automation|Very powerful|Needs a feature|Enhancement|FSL|Needs spec	Disable calling forced transitions from the outside
943	Needs implementation|Functional language|Very powerful|Types|Needs a feature|Core|Enhancement	Return from hooks: complex return type: support causing terminate
942	Needs implementation|Functional language|Very powerful|Needs a feature|Core|Enhancement|FSL	Return from hooks: complex return type: support causing reset
941	Needs implementation|Functional language|Very powerful|Types|Core|Enhancement	Return from hooks: complex return type: support causing start
940	Needs implementation|Functional language|Very powerful|Types|Core|Enhancement	Return from hooks: complex return type: support the error queue
939	Needs implementation|Functional language|Very powerful|Types|Core|Enhancement	Return from hooks: complex return type: support the warning queue
937	Needs implementation|Functional language|Very powerful|Types|Needs a feature|Core|Enhancement	Return from hooks: complex return type: support tape output
936	Needs implementation|Functional language|Very powerful|Types|Core|Enhancement	Return from hooks: complex return type: support tape input
935	Needs implementation|Functional language|Very powerful|Needs tests|Types|Status: Underway|Core	Return from hooks: complex return type: validate that data changing correctly supports assigning false, undefined, null
934	Needs implementation|High priority|Functional language|Very powerful|Types|Uncertain|Needs a feature|Core|Enhancement	Return from hooks: complex return type: support follow-up state change (?)
933	Needs implementation|High priority|Functional language|Very powerful|Needs a feature|Core|Enhancement|Features	Return from hooks: complex return type: support state change
928	Tooling|High priority|Machine use cases|Use cases|Functional language|Graph language|Issue needs work|Very powerful|Types|List issue|Machine exposition|Status: Underway|Core|Enhancement|API	Return from hooks is more complex than yes/no
921	Needs research|Package managers|Chore|Cleanup|Publicity and visibility|Bug|Issue needs work|Integrations|Collected propaganda|Environments|Is blocked	Get Deno package to work
920	Needs implementation|REPL|Tooling|Package managers|Chore|Publicity and visibility|Ease of use|Automation|Integrations|Collected propaganda|Environments|CDN	Produce fsli on deno-land
919	Tooling|Package managers|Documentation Generators|Chore|Publicity and visibility|Ease of use|Automation|Integrations|Collected propaganda|Environments|CDN|Typescript	Produce typedoc-plugin-fsl on deno-land
917	Package managers|Chore|Publicity and visibility|Ease of use|Automation|Integrations|Collected propaganda|Environments|CDN|Cli	Produce jssm-cli on deno-land
916	Package managers|Chore|Publicity and visibility|Ease of use|Automation|Integrations|Collected propaganda|Environments|CDN|Visualizations	Produce jssm-viz on deno-land
914	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Needs a feature|Core|Enhancement|Features	post_after
913	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Needs a feature|Enhancement|Blocks others	post_tape_output
912	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Needs a feature|Enhancement|Blocks others	post_tape_input
911	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Needs a feature|Core|Enhancement|FSL	post_terminate
910	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Needs a feature|Enhancement|Features	post_start
909	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Enhancement|API	post_reset
908	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Needs a feature|Enhancement|Features	post_error
907	Needs implementation|Machine use cases|Use cases|Graph language|Integrations|Very powerful|Needs tests|Machine exposition|Needs a feature|Enhancement|Features	post_rejection
894	Examples|Cleanup|Tutorials|Issue needs work|Collected propaganda|CDN	Soundtrack tracker
893	Publicity and visibility|Automation|Viz action|Integrations|CI/CD	Bring jssm-viz-action discord hook online
892	Needs implementation|Publicity and visibility|Automation|Integrations|Enhancement	Bring typedoc-plugin-fsl discord hook online
891	Needs implementation|Publicity and visibility|Automation|Integrations|Community	Bring fsl.tools discord hook online
890	Editors|Needs implementation|Tooling|Publicity and visibility|Automation|Integrations	Bring fsl.tools/editor discord hook online
889	Needs implementation|Publicity and visibility|Automation|Integrations|Community	Bring fslp discord hook online
888	Needs implementation|Publicity and visibility|Automation|Integrations|Community	Bring fsli discord hook online
887	Needs implementation|Tooling|Publicity and visibility|Automation|Integrations	Bring fsl-lint discord hook online
886	Needs implementation|Publicity and visibility|Automation|Integrations|Community	Bring fsl discord hook online
881	Chore|Cleanup|Issue needs work|Automation|Integrations|List issue|CI/CD	Bring other discord webhooks online
880	Needs implementation|Needs a feature|Core|Enhancement|Javascript	Hooks should be able to take a promise
879	Examples|Machine use cases|Collected propaganda|Example source	USB Device State from Oracle's Solaris docs
878	Machine use cases|Collected propaganda|Windows	Microsoft bounds drivers with state machines
877	Examples|Machine use cases|Use cases|Collected propaganda|Example source	Oof.  A practical SCSI state machine example?
875	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Viz action|Integrations|Ease of contribution|Status: Underway|Environments|CI/CD|Cli	Automatically update jssm-viz-action from jssm-cli updates
874	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|Build infrastructure|CI/CD|Website	Automatically update fsl.tools from jssm-viz updates
873	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|Build infrastructure|CI/CD	Automatically update fsli from jssm updates
872	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|Build infrastructure|CI/CD|Workflows	Automatically update fslp from jssm updates
871	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|Enhancement|CI/CD|Workflows	Automatically update fsl from jssm updates
870	Needs implementation|Tooling|Package managers|Documentation Generators|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|CI/CD	Automatically update typedoc-plugin-fsl from jssm-viz updates
869	Editors|Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|Build infrastructure|CI/CD	Automatically update fsl.tools/editor from jssm-viz updates
867	Needs implementation|Tooling|Package managers|Chore|Cleanup|Publicity and visibility|Automation|Integrations|Ease of contribution|Status: Underway|Environments|Dependencies|CI/CD|Workflows	Automatically update fsl-lint from jssm updates
863	Tooling|Chore|Cleanup|Ease of use|Issue needs work|Automation|Very powerful|Ease of contribution|List issue|Status: Underway|Dependencies|CI/CD	Automatically update jssm dependencies within the jssm family tree
862	Package managers|Ease of use|Bug|Automation|CDN|Is blocked|Bug is upstream	Skypack is not updating JSSM
861	Documentation Generators|Documentation and docgen|Needs a feature|Enhancement|Markdown|Cli	fsl-cli should generate markdown pages appropriate for tsdoc or other documentation engines
860	Functional language|Graph language|Needs a feature|Enhancement|FSL	Disallow transitions attribute
858	Examples|Competition|Publicity and visibility|Ease of use|Tutorials|Collected propaganda|Documentation and docgen|Environments|Enhancement	Stent has a great "converting from redux" article.  We should do something similar
857	Machine use cases|Use cases|Test suite|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen	State Machines for Testers and QA
856	Examples|Documentation Generators|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen	State Machines for New Programmers
855	Examples|Needs implementation|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen|Enhancement	State Machines for Computer Scientists
854	Examples|Needs implementation|Machine use cases|Use cases|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen	State Machines for Network Engineers
853	Examples|Documentation Generators|Use cases|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen|SQL	State Machines for DBAs
852	Needs implementation|Use cases|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen|Backend	State Machines for Backend Developers
851	Examples|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen|Frontend|Enhancement|Web	State Machines for Web Developers
850	Examples|Machine use cases|Use cases|Publicity and visibility|Ease of use|Tutorials|Issue needs work|Collected propaganda|List issue|Example source|Documentation and docgen|Enhancement	State Machines for Game Developers
